vehicle_type,media_type,vehicle_sign,transaction_time,entrance_time,pay_fee,discount_fee,fee,fee_mileage,axle_count,total_weight,gantry_type,transaction_type,pass_state,entrance_lane_type,cpu_card_type,fee_prov_begin_hex,obu_fee_sum_before,obu_fee_sum_after,pay_fee_prov_sum_local,gantry_id,section_id,section_name,gantry_transaction_id,pass_id
23,2,0x04,2023-04-12 17:02:43,2023-04-12 15:02:43,35,0,35,45.9,6.0,49000.0,2,9.0,1.0,01,1.0,000000,,,,S001453001000520010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230412170243286541,P202304121702436437
0,2,0x04,2023-01-08 17:56:21,2023-01-08 17:24:21,240,0,240,306.8,5.0,25000.0,2,9.0,1.0,01,2.0,000000,,,,S001453001001020010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230108175621190533,P202301081756211081
23,2,0x04,2023-09-06 05:35:15,2023-09-06 02:52:15,124,0,124,142.8,3.0,18000.0,3,9.0,1.0,03,,000000,,,,S001053001000620010,S0010530010,彝良至昭通高速,GT20230906053515469599,P202309060535157810
22,2,0xff,2023-02-19 11:07:02,2023-02-19 09:29:02,319,285,319,429.7,3.0,18000.0,2,9.0,1.0,03,1.0,000000,,,,S007153002000310010,S0071530020,昭阳西环高速公路,GT20230219110702218518,P202302191107024303
2,1,0xff,2023-05-15 06:28:27,2023-05-15 05:50:27,85,0,85,101.4,2.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S001453001000820010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230515062827495580,P202305150628275094
21,1,0x04,2023-03-11 01:19:01,2023-03-10 23:20:01,291,209,291,365.8,6.0,0.0,2,9.0,1.0,03,1.0,000000,,,,G761153001000710010,G7611530010,都香高速,GT20230311011901462179,P202303110119017602
1,1,0x04,2023-03-24 15:25:04,2023-03-24 14:12:04,106,0,106,144.3,6.0,25000.0,1,9.0,1.0,03,,000000,,,,G761153001000720010,G7611530010,都香高速,GT20230324152504763380,P202303241525047910
12,2,0x04,2023-04-05 18:40:23,2023-04-05 16:58:23,18096,0,18096,21742.0,5.0,0.0,2,9.0,1.0,03,1.0,000000,,,,S001453001001020010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230405184023390693,P202304051840237666
3,2,0xff,2023-11-23 02:24:37,2023-11-23 00:30:37,62,0,62,73.7,4.0,0.0,1,9.0,1.0,03,,000000,,,,S007153002000410010,S0071530020,昭阳西环高速公路,GT20231123022437576740,P202311230224374810
16,2,0x04,2023-09-29 21:12:52,2023-09-29 19:20:52,27,0,27,34.4,3.0,0.0,2,9.0,1.0,01,,000000,,,,S001053001000610010,S0010530010,彝良至昭通高速,GT20230929211252857212,P202309292112526591
2,1,0xff,2023-08-15 14:05:45,2023-08-15 13:45:45,11571,1593,11571,15879.9,6.0,0.0,3,9.0,1.0,01,,000000,,,,S007153002000420010,S0071530020,昭阳西环高速公路,GT20230815140545878455,P202308151405457986
23,2,0x04,2023-10-31 15:30:48,2023-10-31 13:31:48,421,346,421,523.1,6.0,0.0,2,9.0,2.0,03,1.0,000000,,,,S001053001000810010,S0010530010,彝良至昭通高速,GT20231031153048470936,P202310311530482146
21,1,0x04,2023-01-07 05:38:56,2023-01-07 05:11:56,265,0,265,333.0,2.0,0.0,3,9.0,1.0,01,2.0,000000,,,,G761153001000710010,G7611530010,都香高速,GT20230107053856540843,P202301070538562137
23,2,0x04,2023-06-28 06:30:06,2023-06-28 05:37:06,226,0,226,286.1,5.0,25000.0,1,9.0,1.0,01,,000000,,,,S001453003000220010,S0014530030,大关至永善高速,GT20230628063006747786,P202306280630069564
11,1,0x04,2023-09-23 15:58:46,2023-09-23 14:45:46,418,0,418,490.2,4.0,0.0,3,9.0,1.0,03,2.0,000000,,,,G761153001000310010,G7611530010,都香高速,GT20230923155846230719,P202309231558467982
23,2,0xff,2023-03-25 07:04:16,2023-03-25 05:50:16,63,0,63,82.8,6.0,0.0,3,9.0,1.0,01,,000000,,,,G561553012000620010,G5615530120,麻文高速,GT20230325070416221124,P202303250704168701
3,2,0x04,2023-07-14 03:19:24,2023-07-14 01:23:24,51,0,51,68.6,3.0,49000.0,2,9.0,1.0,03,,000000,,,,G761153001000820010,G7611530010,都香高速,GT20230714031924270824,P202307140319246747
13,2,0x04,2023-12-17 05:43:56,2023-12-17 04:10:56,477,0,477,539.6,3.0,0.0,2,9.0,1.0,01,2.0,000000,,,,S001053001000420010,S0010530010,彝良至昭通高速,GT20231217054356639488,P202312170543563661
3,1,0x04,2023-02-23 22:40:25,2023-02-23 21:46:25,371,0,371,461.2,6.0,0.0,1,9.0,1.0,01,,000000,,,,S001053002000420010,S0010530020,彝良至镇雄高速公路,GT20230223224025144899,P202302232240257468
4,2,0xff,2023-10-08 19:24:14,2023-10-08 17:57:14,124,22,124,167.8,4.0,25000.0,1,9.0,1.0,03,,000000,,,,S001053002000110010,S0010530020,彝良至镇雄高速公路,GT20231008192414760536,P202310081924142698
2,1,0x04,2023-06-12 01:10:29,2023-06-11 23:16:29,237,0,237,284.5,5.0,2300.0,3,9.0,1.0,01,2.0,000000,,,,G561553012000520010,G5615530120,麻文高速,GT20230612011029345120,P202306120110292862
4,2,0x04,2023-09-20 11:41:14,2023-09-20 08:45:14,480,0,480,563.1,6.0,0.0,1,9.0,1.0,01,,000000,,,,S001453001000820010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230920114114963516,P202309201141141573
14,1,0xff,2023-10-11 13:48:57,2023-10-11 11:25:57,96,0,96,113.8,4.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S001053001000620010,S0010530010,彝良至昭通高速,GT20231011134857965680,P202310111348578161
0,2,0xff,2023-12-15 05:07:56,2023-12-15 02:12:56,203,107,203,229.3,6.0,0.0,2,9.0,2.0,03,1.0,000000,,,,S001053001000420010,S0010530010,彝良至昭通高速,GT20231215050756436839,P202312150507565748
1,1,0xff,2023-02-18 06:23:12,2023-02-18 04:30:12,438,0,438,539.3,2.0,0.0,2,9.0,1.0,03,1.0,000000,,,,S001453001000210010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230218062312587990,P202302180623123436
4,2,0xff,2023-06-20 21:24:53,2023-06-20 18:25:53,65,0,65,89.2,3.0,0.0,2,9.0,1.0,01,,000000,,,,S001453002000110010,S0014530020,青龙咀至水田新区高速,GT20230620212453427645,P202306202124532661
21,1,0xff,2023-02-17 16:02:51,2023-02-17 15:01:51,16807,0,16807,23080.9,6.0,0.0,3,9.0,1.0,01,,000000,,,,S001053001000510010,S0010530010,彝良至昭通高速,GT20230217160251404120,P202302171602512264
21,1,0xff,2023-01-07 18:55:38,2023-01-07 17:44:38,14882,0,14882,17756.3,4.0,49000.0,3,9.0,1.0,03,1.0,000000,,,,S001053001000420010,S0010530010,彝良至昭通高速,GT20230107185538181256,P202301071855382551
22,1,0xff,2023-05-13 03:43:58,2023-05-13 00:58:58,361,0,361,488.4,2.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S001053001000420010,S0010530010,彝良至昭通高速,GT20230513034358525334,P202305130343587035
3,2,0x04,2023-06-30 10:05:53,2023-06-30 08:00:53,424,357,424,505.9,4.0,31000.0,3,9.0,1.0,01,2.0,000000,,,,S001053001000820010,S0010530010,彝良至昭通高速,GT20230630100553660538,P202306301005537487
11,2,0xff,2023-03-09 03:55:03,2023-03-09 01:30:03,111,0,111,127.2,3.0,0.0,2,9.0,1.0,01,2.0,000000,,,,S001453001001010010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230309035503478803,P202303090355039852
13,2,0xff,2023-05-03 12:48:17,2023-05-03 10:46:17,85,55,85,110.0,3.0,0.0,3,9.0,1.0,03,2.0,000000,,,,G561553012000720010,G5615530120,麻文高速,GT20230503124817590429,P202305031248178765
3,2,0xff,2023-09-08 14:59:47,2023-09-08 13:18:47,462,0,462,609.0,5.0,31000.0,1,9.0,1.0,03,,000000,,,,S001453002000120010,S0014530020,青龙咀至水田新区高速,GT20230908145947332622,P202309081459471943
3,2,0x04,2023-12-14 16:29:45,2023-12-14 15:35:45,148,0,148,189.5,2.0,0.0,1,9.0,1.0,03,,000000,,,,S001453001000120010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20231214162945460206,P202312141629452261
11,1,0xff,2023-10-01 23:48:31,2023-10-01 22:46:31,365,203,365,438.4,6.0,18000.0,2,9.0,1.0,03,2.0,000000,,,,S007153002000220010,S0071530020,昭阳西环高速公路,GT20231001234831469297,P202310012348313934
12,1,0xff,2023-09-04 02:41:21,2023-09-04 01:59:21,192,163,192,260.5,5.0,0.0,3,9.0,1.0,03,1.0,000000,,,,G761153001000120010,G7611530010,都香高速,GT20230904024121573666,P202309040241215648
24,1,0x04,2023-07-27 12:58:30,2023-07-27 12:43:30,98,0,98,117.2,5.0,0.0,2,9.0,1.0,03,1.0,000000,,,,S001453003000120010,S0014530030,大关至永善高速,GT20230727125830130416,P202307271258303833
2,1,0x04,2023-10-07 11:52:13,2023-10-07 10:50:13,68,7,68,88.4,4.0,0.0,3,9.0,1.0,01,,000000,,,,G561553012000510010,G5615530120,麻文高速,GT20231007115213930060,P202310071152137706
22,1,0x04,2023-11-23 21:46:07,2023-11-23 20:04:07,315,254,315,360.8,6.0,0.0,2,9.0,1.0,03,2.0,000000,,,,G761153001000220010,G7611530010,都香高速,GT20231123214607258298,P202311232146075033
11,2,0xff,2023-03-06 12:15:35,2023-03-06 11:29:35,23,0,23,26.1,5.0,1600.0,1,9.0,1.0,03,1.0,000000,,,,S001053001000820010,S0010530010,彝良至昭通高速,GT20230306121535892612,P202303061215358868
22,1,0xff,2023-10-30 12:59:37,2023-10-30 11:38:37,17,0,17,22.2,2.0,0.0,1,9.0,1.0,01,1.0,000000,,,,S001453001000210010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20231030125937870597,P202310301259372330
2,2,0xff,2023-10-22 11:29:15,2023-10-22 10:51:15,174,0,174,219.9,6.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S001453001001010010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20231022112915209366,P202310221129151713
21,1,0x04,2023-06-26 01:04:38,2023-06-25 23:18:38,173,0,173,225.9,3.0,0.0,2,9.0,1.0,01,2.0,000000,,,,S007153002000310010,S0071530020,昭阳西环高速公路,GT20230626010438715199,P202306260104381157
12,1,0x04,2023-07-10 19:33:52,2023-07-10 16:48:52,73,28,73,93.8,2.0,0.0,3,9.0,1.0,01,1.0,000000,,,,S001453001000810010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230710193352179240,P202307101933528361
11,2,0xff,2023-11-30 10:33:08,2023-11-30 09:37:08,17,8,17,21.1,5.0,0.0,1,9.0,1.0,01,2.0,000000,,,,S001453001001020010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20231130103308592711,P202311301033088092
14,2,0xff,2023-11-22 11:30:49,2023-11-22 10:58:49,104,0,104,134.6,2.0,0.0,1,9.0,1.0,01,2.0,000000,,,,S001053001000820010,S0010530010,彝良至昭通高速,GT20231122113049358866,P202311221130499221
24,2,0x04,2023-07-19 14:28:48,2023-07-19 11:49:48,325,0,325,366.2,2.0,0.0,3,9.0,1.0,01,1.0,000000,,,,S001053002000520010,S0010530020,彝良至镇雄高速公路,GT20230719142848411419,P202307191428485010
22,1,0x04,2023-01-09 20:36:54,2023-01-09 19:43:54,108,0,108,132.7,2.0,46000.0,1,9.0,1.0,03,1.0,000000,,,,S001053001000310010,S0010530010,彝良至昭通高速,GT20230109203654686314,P202301092036543438
2,1,0x04,2023-05-03 09:02:43,2023-05-03 07:59:43,465,263,465,524.9,6.0,0.0,1,9.0,1.0,03,1.0,000000,,,,S001053002000520010,S0010530020,彝良至镇雄高速公路,GT20230503090243602010,P202305030902433350
0,1,0xff,2023-06-11 18:23:49,2023-06-11 15:30:49,1936,1044,1936,2201.1,5.0,0.0,3,9.0,1.0,03,1.0,000000,,,,S007153002000420010,S0071530020,昭阳西环高速公路,GT20230611182349624835,P202306111823492988
14,1,0x04,2023-01-13 12:01:09,2023-01-13 09:31:09,366,198,366,446.3,3.0,1600.0,3,9.0,1.0,01,2.0,000000,,,,S001053001000810010,S0010530010,彝良至昭通高速,GT20230113120109592832,P202301131201094430
2,1,0x04,2023-09-16 03:21:43,2023-09-16 01:42:43,19807,0,19807,25988.8,2.0,0.0,1,9.0,1.0,01,,000000,,,,G761153001000710010,G7611530010,都香高速,GT20230916032143429819,P202309160321434338
21,2,0x04,2023-02-03 03:16:00,2023-02-03 01:30:00,426,0,426,531.7,4.0,46000.0,1,9.0,1.0,01,2.0,000000,,,,G761153001000820010,G7611530010,都香高速,GT20230203031600101864,P202302030316003388
0,2,0xff,2023-04-18 18:24:00,2023-04-18 15:45:00,11100,0,11100,13415.7,4.0,0.0,2,9.0,1.0,01,,000000,,,,G761153001000820010,G7611530010,都香高速,GT20230418182400462814,P202304181824008926
21,2,0x04,2023-11-07 22:28:05,2023-11-07 20:52:05,288,0,288,331.7,6.0,0.0,1,9.0,1.0,03,,000000,,,,S001453001000110010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20231107222805470361,P202311072228058867
0,2,0xff,2023-05-21 04:44:49,2023-05-21 01:50:49,61,0,61,79.4,5.0,25000.0,3,9.0,1.0,03,,000000,,,,S001053001000420010,S0010530010,彝良至昭通高速,GT20230521044449924402,P202305210444491670
12,2,0x04,2023-06-23 10:19:58,2023-06-23 09:12:58,365,339,365,492.8,3.0,0.0,2,9.0,1.0,03,1.0,000000,,,,G761153001000510010,G7611530010,都香高速,GT20230623101958334100,P202306231019586152
4,2,0xff,2023-11-05 15:30:02,2023-11-05 13:47:02,97,0,97,133.1,6.0,0.0,1,9.0,1.0,01,,000000,,,,S001453001001020010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20231105153002214847,P202311051530025011
21,2,0x04,2023-08-22 05:26:57,2023-08-22 05:12:57,72,0,72,95.3,3.0,0.0,1,9.0,1.0,03,,000000,,,,S001453003000220010,S0014530030,大关至永善高速,GT20230822052657486798,P202308220526578419
4,1,0x04,2023-07-01 14:42:48,2023-07-01 12:01:48,214,0,214,260.9,3.0,0.0,1,9.0,1.0,03,,000000,,,,S001053002000510010,S0010530020,彝良至镇雄高速公路,GT20230701144248584878,P202307011442487079
4,1,0xff,2023-03-22 05:01:40,2023-03-22 02:39:40,161,0,161,184.9,4.0,31000.0,3,9.0,1.0,01,1.0,000000,,,,S001053001000710010,S0010530010,彝良至昭通高速,GT20230322050140299722,P202303220501407163
24,2,0xff,2023-03-28 01:53:03,2023-03-27 23:41:03,2,0,2,2.6,2.0,25000.0,3,9.0,1.0,03,2.0,000000,,,,S007153002000410010,S0071530020,昭阳西环高速公路,GT20230328015303557944,P202303280153035039
22,2,0xff,2023-03-24 20:13:30,2023-03-24 17:21:30,105,36,105,118.6,4.0,0.0,2,9.0,1.0,01,,000000,,,,G561553012000510010,G5615530120,麻文高速,GT20230324201330566457,P202303242013305042
23,2,0x04,2023-12-07 17:52:43,2023-12-07 16:46:43,14188,0,14188,18260.4,4.0,0.0,1,9.0,1.0,03,,000000,,,,G561553012000520010,G5615530120,麻文高速,GT20231207175243311854,P202312071752439883
0,1,0x04,2023-06-10 08:36:57,2023-06-10 07:27:57,190,0,190,237.8,3.0,0.0,2,9.0,1.0,01,,000000,,,,S007153002000320010,S0071530020,昭阳西环高速公路,GT20230610083657690389,P202306100836571103
12,2,0x04,2023-08-10 23:35:12,2023-08-10 20:48:12,326,0,326,404.3,2.0,1800.0,2,9.0,1.0,01,1.0,000000,,,,S001453001000320010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230810233512306709,P202308102335127324
12,2,0xff,2023-10-17 11:19:19,2023-10-17 09:15:19,283,65,283,364.1,2.0,0.0,3,9.0,1.0,01,,000000,,,,S001053002000320010,S0010530020,彝良至镇雄高速公路,GT20231017111919483074,P202310171119194725
22,2,0x04,2023-08-14 09:50:38,2023-08-14 08:15:38,298,0,298,354.6,4.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S007153002000210010,S0071530020,昭阳西环高速公路,GT20230814095038981761,P202308140950389517
11,1,0x04,2023-11-08 21:43:05,2023-11-08 20:56:05,70,0,70,88.4,3.0,0.0,2,9.0,1.0,03,2.0,000000,,,,G561553012000320010,G5615530120,麻文高速,GT20231108214305254600,P202311082143052206
16,2,0x04,2023-12-18 08:33:46,2023-12-18 07:24:46,41,30,41,48.4,3.0,0.0,2,9.0,1.0,03,,000000,,,,S007153002000410010,S0071530020,昭阳西环高速公路,GT20231218083346297473,P202312180833465038
16,2,0x04,2023-11-29 19:27:46,2023-11-29 18:01:46,478,0,478,575.9,4.0,0.0,2,9.0,2.0,03,,000000,,,,G561553012000220010,G5615530120,麻文高速,GT20231129192746584265,P202311291927466451
16,2,0xff,2023-11-05 11:02:14,2023-11-05 08:17:14,73,0,73,86.0,4.0,0.0,2,9.0,1.0,01,,000000,,,,S001453001000520010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20231105110214764851,P202311051102146956
1,2,0x04,2023-01-23 14:48:06,2023-01-23 12:36:06,195,0,195,266.6,5.0,0.0,1,9.0,1.0,03,1.0,000000,,,,S007153002000320010,S0071530020,昭阳西环高速公路,GT20230123144806999520,P202301231448064708
1,1,0x04,2023-08-26 16:29:41,2023-08-26 14:10:41,29,0,29,37.8,5.0,0.0,2,9.0,1.0,03,2.0,000000,,,,S007153002000420010,S0071530020,昭阳西环高速公路,GT20230826162941551554,P202308261629413668
16,2,0x04,2023-05-13 01:46:00,2023-05-12 23:27:00,110,16,110,131.2,5.0,0.0,3,9.0,1.0,03,2.0,000000,,,,S001453001000920010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230513014600118982,P202305130146006943
13,1,0xff,2023-09-16 23:23:27,2023-09-16 20:55:27,467,0,467,582.4,5.0,2300.0,1,9.0,1.0,01,,000000,,,,S001453002000120010,S0014530020,青龙咀至水田新区高速,GT20230916232327225575,P202309162323271890
16,1,0x04,2023-02-21 17:45:34,2023-02-21 16:12:34,195,0,195,254.5,6.0,0.0,2,9.0,1.0,01,2.0,000000,,,,G761153001000820010,G7611530010,都香高速,GT20230221174534488008,P202302211745348166
23,2,0xff,2023-05-21 18:13:22,2023-05-21 15:54:22,350,0,350,447.2,3.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S001453001000920010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230521181322730484,P202305211813223223
16,1,0xff,2023-07-09 04:52:11,2023-07-09 03:29:11,254,74,254,312.7,6.0,0.0,1,9.0,1.0,01,,000000,,,,S001453001000210010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230709045211239212,P202307090452118557
21,2,0xff,2023-05-03 06:38:15,2023-05-03 05:44:15,71,0,71,97.5,4.0,0.0,3,9.0,1.0,01,2.0,000000,,,,G561553012000510010,G5615530120,麻文高速,GT20230503063815420928,P202305030638156451
14,1,0x04,2023-01-21 18:15:49,2023-01-21 16:23:49,489,0,489,569.5,5.0,0.0,2,9.0,1.0,03,1.0,000000,,,,S001053001000810020,S0010530010,彝良至昭通高速,GT20230121181549672948,P202301211815498993
23,2,0xff,2023-02-22 21:29:58,2023-02-22 19:17:58,13217,0,13217,17789.5,4.0,0.0,1,9.0,1.0,01,,000000,,,,G561553012000320010,G5615530120,麻文高速,GT20230222212958933648,P202302222129582511
12,1,0xff,2023-07-17 11:03:43,2023-07-17 10:28:43,368,94,368,492.0,5.0,25000.0,1,9.0,1.0,03,,000000,,,,G761153001001710010,G7611530010,都香高速,GT20230717110343954507,P202307171103437573
24,2,0xff,2023-10-03 21:25:13,2023-10-03 20:24:13,142,2,142,166.2,3.0,0.0,3,9.0,1.0,01,2.0,000000,,,,S001053001000220010,S0010530010,彝良至昭通高速,GT20231003212513635050,P202310032125131627
12,2,0x04,2023-08-16 00:36:47,2023-08-16 00:00:47,127,42,127,146.7,5.0,0.0,1,9.0,1.0,01,1.0,000000,,,,G761153001000620010,G7611530010,都香高速,GT20230816003647520779,P202308160036476799
2,1,0xff,2023-10-23 19:43:28,2023-10-23 16:49:28,67,0,67,75.5,4.0,0.0,3,9.0,1.0,01,,000000,,,,S001053001000310010,S0010530010,彝良至昭通高速,GT20231023194328666764,P202310231943283951
24,1,0x04,2023-03-21 19:30:39,2023-03-21 18:10:39,462,25,462,602.7,2.0,0.0,2,9.0,1.0,03,,000000,,,,S001053002000110010,S0010530020,彝良至镇雄高速公路,GT20230321193039393518,P202303211930395774
13,1,0x04,2023-06-18 05:49:45,2023-06-18 05:18:45,366,0,366,476.2,4.0,0.0,2,9.0,1.0,03,2.0,000000,,,,G761153001000820010,G7611530010,都香高速,GT20230618054945627577,P202306180549456323
11,1,0xff,2023-05-11 07:21:28,2023-05-11 05:07:28,300,0,300,355.6,3.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S001053002000420010,S0010530020,彝良至镇雄高速公路,GT20230511072128841686,P202305110721288107
12,2,0xff,2023-02-10 18:06:34,2023-02-10 16:38:34,270,0,270,308.4,2.0,0.0,1,9.0,1.0,03,1.0,000000,,,,S001453001000220010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230210180634102580,P202302101806342375
1,2,0xff,2023-07-16 14:02:15,2023-07-16 13:41:15,128,0,128,146.6,2.0,0.0,3,9.0,1.0,01,1.0,000000,,,,S001053001000810020,S0010530010,彝良至昭通高速,GT20230716140215323668,P202307161402151562
3,1,0x04,2023-09-07 18:45:49,2023-09-07 16:10:49,88,0,88,119.5,2.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S007153002000420010,S0071530020,昭阳西环高速公路,GT20230907184549242736,P202309071845495907
11,1,0x04,2023-09-07 12:27:45,2023-09-07 10:59:45,77,0,77,101.6,4.0,0.0,2,9.0,1.0,03,1.0,000000,,,,G761153001000320010,G7611530010,都香高速,GT20230907122745631885,P202309071227457007
16,1,0xff,2023-01-31 13:56:00,2023-01-31 11:00:00,422,0,422,475.0,5.0,0.0,2,9.0,1.0,01,2.0,000000,,,,S007153002000420010,S0071530020,昭阳西环高速公路,GT20230131135600348813,P202301311356007827
4,1,0x04,2023-09-09 02:46:18,2023-09-09 02:01:18,207,0,207,241.0,3.0,0.0,1,9.0,1.0,03,,000000,,,,S001053001000810020,S0010530010,彝良至昭通高速,GT20230909024618880482,P202309090246188031
3,2,0xff,2023-02-22 08:29:09,2023-02-22 08:05:09,247,57,247,302.3,6.0,18000.0,3,9.0,1.0,03,,000000,,,,S001453001000910010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230222082909781062,P202302220829092131
23,1,0x04,2023-02-06 07:54:03,2023-02-06 06:02:03,30,0,30,37.1,6.0,0.0,2,9.0,1.0,03,1.0,000000,,,,S007153002000510010,S0071530020,昭阳西环高速公路,GT20230206075403953243,P202302060754038193
13,1,0xff,2023-01-15 19:55:35,2023-01-15 18:44:35,205,0,205,234.3,3.0,0.0,2,9.0,1.0,03,,000000,,,,S001053001000210010,S0010530010,彝良至昭通高速,GT20230115195535612953,P202301151955355750
22,2,0xff,2023-07-23 06:26:36,2023-07-23 05:56:36,193,0,193,262.0,2.0,0.0,1,9.0,1.0,03,1.0,000000,,,,G761153001000510010,G7611530010,都香高速,GT20230723062636204384,P202307230626361795
14,2,0xff,2023-05-05 01:07:33,2023-05-04 22:21:33,431,0,431,552.6,4.0,0.0,1,9.0,1.0,03,1.0,000000,,,,S007153002000310010,S0071530020,昭阳西环高速公路,GT20230505010733129682,P202305050107339411
21,2,0xff,2023-05-05 07:07:09,2023-05-05 05:18:09,374,259,374,483.8,4.0,0.0,1,9.0,1.0,03,1.0,000000,,,,S001453001000520010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230505070709410491,P202305050707093301
12,2,0x04,2023-11-19 17:15:32,2023-11-19 15:02:32,119,0,119,150.4,2.0,0.0,1,9.0,1.0,03,,000000,,,,S001053002000110010,S0010530020,彝良至镇雄高速公路,GT20231119171532243034,P202311191715321810
16,2,0x04,2023-06-09 11:03:55,2023-06-09 09:16:55,70,62,70,91.5,5.0,0.0,3,9.0,1.0,01,,000000,,,,G761153001001710010,G7611530010,都香高速,GT20230609110355566280,P202306091103553749
1,2,0x04,2023-01-24 08:35:20,2023-01-24 07:13:20,469,0,469,567.6,4.0,0.0,3,9.0,1.0,03,1.0,000000,,,,G761153001000110010,G7611530010,都香高速,GT20230124083520669626,P202301240835209260
22,1,0x04,2023-07-23 10:37:07,2023-07-23 08:52:07,19002,0,19002,21785.3,4.0,0.0,2,9.0,1.0,01,1.0,000000,,,,S001453001000410010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20230723103707824645,P202307231037073670
14,1,0x04,2023-12-08 00:35:07,2023-12-07 21:54:07,113,0,113,151.8,4.0,1600.0,3,9.0,1.0,01,,000000,,,,S001053001000710010,S0010530010,彝良至昭通高速,GT20231208003507308570,P202312080035073861
14,1,0x04,2023-07-30 17:37:41,2023-07-30 15:14:41,357,0,357,439.0,4.0,25000.0,1,9.0,1.0,03,2.0,000000,,,,G761153001000320010,G7611530010,都香高速,GT20230730173741528648,P202307301737416316
0,2,0x04,2023-11-11 19:35:14,2023-11-11 18:16:14,406,150,406,555.6,2.0,18000.0,2,9.0,1.0,03,,000000,,,,S001053001000810020,S0010530010,彝良至昭通高速,GT20231111193514404530,P202311111935145533
2,2,0xff,2023-04-07 21:23:52,2023-04-07 18:49:52,3,0,3,3.8,5.0,1600.0,2,9.0,1.0,03,1.0,000000,,,,S001053001000410010,S0010530010,彝良至昭通高速,GT20230407212352524672,P202304072123529458
14,2,0xff,2023-01-30 22:40:54,2023-01-30 22:23:54,233,26,233,319.3,3.0,46000.0,2,9.0,1.0,01,2.0,000000,,,,S001453003000210010,S0014530030,大关至永善高速,GT20230130224054174135,P202301302240543302
1,1,0xff,2023-08-06 16:43:41,2023-08-06 16:33:41,106,70,106,126.1,5.0,2300.0,3,9.0,1.0,01,1.0,000000,,,,S007153002000320010,S0071530020,昭阳西环高速公路,GT20230806164341609273,P202308061643419094
1,1,0x04,2023-10-29 03:18:17,2023-10-29 00:36:17,314,0,314,423.9,2.0,0.0,1,9.0,1.0,03,2.0,000000,,,,S001053001000620010,S0010530010,彝良至昭通高速,GT20231029031817850307,P202310290318172541
1,2,0xff,2023-06-14 19:25:25,2023-06-14 17:28:25,150,0,150,171.6,4.0,0.0,2,9.0,1.0,03,2.0,000000,,,,S001053002000110010,S0010530020,彝良至镇雄高速公路,GT20230614192525654131,P202306141925258386
16,1,0xff,2023-12-10 05:01:40,2023-12-10 03:44:40,80,0,80,99.6,3.0,0.0,2,9.0,1.0,03,,000000,,,,S001453001000610010,S0014530010,宜宾至毕节高速威信至镇雄段,GT20231210050140835699,P202312100501408651
2,1,0xff,2023-11-05 19:06:47,2023-11-05 17:44:47,190,0,190,241.2,2.0,0.0,1,9.0,1.0,03,,000000,,,,G761153001000710010,G7611530010,都香高速,GT20231105190647697860,P202311051906473809
1,1,0x04,2023-01-20 21:49:35,2023-01-20 21:30:35,263,25,263,329.5,5.0,0.0,2,9.0,1.0,03,,000000,,,,G761153001000310010,G7611530010,都香高速,GT20230120214935479010,P202301202149353546
3,1,0xff,2023-09-08 01:17:44,2023-09-07 23:58:44,415,0,415,531.8,5.0,0.0,2,9.0,1.0,03,2.0,000000,,,,G761153001000520010,G7611530010,都香高速,GT20230908011744635158,P202309080117449542
14,1,0x04,2023-08-06 02:23:03,2023-08-06 00:44:03,15,0,15,17.2,3.0,25000.0,2,9.0,1.0,03,1.0,000000,,,,S001053001000210010,S0010530010,彝良至昭通高速,GT20230806022303699072,P202308060223033558
